Timestamp,Source_IP,Destination_IP,Port,Request_Type,Protocol,Payload_Size,User_Agent,Status,Intrusion,Scan_Type
2025-06-01 08:54:48,192.168.88.30,172.4.167.131,21,SMTP,UDP,1538,Mozilla/5.0,Success,0,Normal
2025-06-03 16:29:37,38.233.224.217,144.162.56.60,4444,Telnet,UDP,1182,nmap/7.80,Failure,1,BotAttack
2025-06-05 13:25:34,192.168.197.158,191.219.84.22,53,FTP,UDP,2007,python-requests/2.25.1,Success,0,Normal
2025-06-01 17:15:02,192.168.213.156,77.174.41.133,443,SMTP,ICMP,2340,nmap/7.80,Success,0,Normal
2025-06-06 11:35:50,192.168.236.122,56.208.217.35,22,SSH,ICMP,1843,Mozilla/5.0,Success,0,Normal
2025-06-01 23:44:13,192.168.163.124,153.170.175.50,80,FTP,ICMP,432,curl/7.68.0,Failure,0,Normal
2025-06-05 03:13:28,192.168.224.220,195.220.240.9,21,DNS,ICMP,799,Mozilla/5.0,Success,0,Normal
2025-06-06 23:21:46,192.168.143.102,207.128.156.18,443,SMTP,TCP,421,nmap/7.80,Success,0,Normal
2025-06-04 03:04:05,192.168.171.24,109.234.254.11,443,Telnet,TCP,1015,python-requests/2.25.1,Success,0,Normal
2025-06-02 17:26:56,192.168.181.84,166.109.150.164,25,DNS,ICMP,2030,Wget/1.20.3,Success,0,Normal
2025-06-01 01:04:55,192.168.255.217,109.79.28.73,53,HTTPS,ICMP,1302,Nikto/2.1.6,Success,0,Normal
2025-06-01 22:34:23,192.168.22.73,221.0.166.150,443,HTTP,TCP,2016,nmap/7.80,Success,0,Normal
2025-06-02 04:03:18,192.168.243.210,69.42.164.243,53,Telnet,TCP,962,Wget/1.20.3,Success,0,Normal
2025-06-05 18:05:49,192.168.40.87,220.130.159.28,443,DNS,UDP,419,Mozilla/5.0,Success,0,Normal
2025-06-06 06:10:39,192.168.36.121,218.7.116.52,25,DNS,TCP,1763,Mozilla/5.0,Success,0,Normal
2025-06-05 02:13:43,192.168.147.117,173.177.189.239,53,SMTP,UDP,550,Wget/1.20.3,Success,0,Normal
2025-06-01 07:22:02,192.168.72.29,204.50.162.205,80,SMTP,TCP,902,Mozilla/5.0,Success,0,Normal
2025-06-01 23:18:15,192.168.183.146,217.74.159.211,80,HTTP,TCP,1835,Wget/1.20.3,Success,0,Normal
2025-06-03 12:25:46,192.168.12.221,173.165.53.22,22,SSH,ICMP,572,Wget/1.20.3,Success,0,Normal
2025-06-06 03:46:43,192.168.47.85,153.99.5.196,80,HTTPS,TCP,668,Wget/1.20.3,Success,0,Normal
2025-06-06 16:10:24,192.168.100.247,215.82.18.247,25,SSH,ICMP,540,python-requests/2.25.1,Success,0,Normal
2025-06-01 06:20:41,192.168.227.77,197.243.10.7,22,DNS,TCP,1086,Wget/1.20.3,Success,0,Normal
2025-06-01 18:08:57,192.168.56.176,172.57.0.150,22,FTP,ICMP,2822,Mozilla/5.0,Success,0,Normal
2025-06-04 19:50:12,192.168.138.98,102.160.75.125,25,SSH,UDP,1831,curl/7.68.0,Success,0,Normal
2025-06-05 10:56:33,192.168.25.17,79.170.199.252,25,FTP,ICMP,1601,curl/7.68.0,Success,0,Normal
2025-06-06 10:01:15,192.168.229.102,131.175.247.48,443,Telnet,ICMP,2564,curl/7.68.0,Success,0,Normal
2025-06-01 05:55:13,192.168.36.214,75.141.74.70,53,HTTP,UDP,597,curl/7.68.0,Success,0,Normal
2025-06-05 18:54:20,192.168.15.25,178.165.231.214,53,SSH,ICMP,1870,curl/7.68.0,Success,0,Normal
2025-06-03 05:55:20,192.168.186.5,200.119.111.20,80,SSH,UDP,2244,nmap/7.80,Success,0,Normal
2025-06-02 15:00:19,192.168.5.118,197.119.72.86,22,FTP,ICMP,2807,Wget/1.20.3,Success,0,Normal
2025-06-05 03:55:26,192.168.115.44,217.122.67.53,21,HTTP,ICMP,1580,Wget/1.20.3,Success,0,Normal
2025-06-06 16:36:17,192.168.200.146,180.111.19.165,443,DNS,ICMP,2935,nmap/7.80,Success,0,Normal
2025-06-05 12:55:28,192.168.58.200,220.204.198.129,53,SSH,TCP,305,Mozilla/5.0,Success,0,Normal
2025-06-02 05:14:18,192.168.76.126,168.251.160.41,25,SMTP,UDP,1937,Wget/1.20.3,Success,0,Normal
2025-06-05 20:34:08,192.168.125.81,106.199.231.119,53,SSH,ICMP,1027,curl/7.68.0,Success,0,Normal
2025-06-06 15:13:03,192.168.117.169,145.28.164.251,443,HTTPS,TCP,1937,python-requests/2.25.1,Failure,0,Normal
2025-06-03 07:17:00,192.168.204.239,110.190.81.30,21,DNS,TCP,2348,python-requests/2.25.1,Success,0,Normal
2025-06-06 04:36:04,214.149.139.61,212.14.145.146,31337,DNS,ICMP,4876,python-requests/2.25.1,Failure,1,BotAttack
2025-06-04 02:47:02,166.225.57.211,197.183.45.163,135,SSH,TCP,1845,python-requests/2.25.1,Success,1,BotAttack
2025-06-04 14:01:37,192.168.92.189,162.167.50.194,21,SSH,TCP,2217,nmap/7.80,Success,0,Normal
2025-06-02 16:47:07,192.168.172.18,81.119.208.162,25,SSH,TCP,221,nmap/7.80,Success,0,Normal
2025-06-01 10:08:51,192.168.175.239,156.182.81.6,21,SMTP,ICMP,1042,nmap/7.80,Success,0,Normal
2025-06-04 23:37:46,214.149.139.61,195.103.240.19,135,SMTP,TCP,2864,Mozilla/5.0,Failure,1,BotAttack
2025-06-01 09:51:25,192.168.112.37,132.141.89.56,22,HTTPS,TCP,1403,Mozilla/5.0,Success,0,Normal
2025-06-02 07:41:28,192.168.67.96,211.202.39.48,25,Telnet,TCP,2986,curl/7.68.0,Failure,0,Normal
2025-06-01 02:27:44,192.168.46.148,101.76.88.164,443,FTP,ICMP,2620,nmap/7.80,Success,0,Normal
2025-06-06 05:45:26,192.168.101.240,116.4.243.77,21,SMTP,TCP,1908,Wget/1.20.3,Success,0,Normal
2025-06-06 01:21:57,192.168.181.19,209.93.21.174,80,SMTP,UDP,1986,Nikto/2.1.6,Success,0,Normal
2025-06-01 17:26:59,192.168.238.81,209.221.3.134,21,DNS,TCP,2617,Wget/1.20.3,Success,0,Normal
2025-06-01 18:12:28,192.168.180.54,23.72.69.36,21,FTP,UDP,2052,Wget/1.20.3,Success,0,Normal
2025-06-02 22:51:56,192.168.127.107,116.96.252.101,80,SSH,ICMP,2541,python-requests/2.25.1,Success,0,Normal
2025-06-02 14:58:48,192.168.58.152,198.25.130.83,25,DNS,ICMP,1306,Wget/1.20.3,Success,0,Normal
2025-06-06 11:51:41,192.168.246.86,139.95.18.100,25,HTTP,ICMP,1552,Mozilla/5.0,Success,0,Normal
2025-06-06 23:22:09,192.168.225.119,60.113.164.138,53,SMTP,UDP,2360,Wget/1.20.3,Success,0,Normal
2025-06-04 20:02:33,192.168.155.184,215.188.207.22,53,DNS,UDP,878,Nikto/2.1.6,Success,0,Normal
2025-06-02 22:05:15,192.168.2.198,53.97.231.163,53,SMTP,UDP,428,curl/7.68.0,Failure,0,Normal
2025-06-04 19:50:55,192.168.190.7,218.77.196.67,53,FTP,UDP,2085,python-requests/2.25.1,Success,0,Normal
2025-06-03 11:53:22,192.168.200.208,209.35.25.223,22,FTP,UDP,423,Wget/1.20.3,Success,0,Normal
2025-06-04 10:27:01,192.168.248.202,203.143.174.76,80,Telnet,UDP,607,Mozilla/5.0,Success,0,Normal
2025-06-05 03:38:13,192.168.34.9,32.186.123.151,21,HTTPS,ICMP,1892,Wget/1.20.3,Success,0,Normal
2025-06-04 05:59:10,192.168.225.90,82.185.108.1,80,SSH,TCP,1355,Wget/1.20.3,Failure,0,Normal
2025-06-02 18:07:07,192.168.51.21,64.37.162.168,22,DNS,ICMP,1015,curl/7.68.0,Success,0,Normal
2025-06-05 12:46:06,192.168.113.115,222.142.95.157,25,FTP,UDP,2610,Wget/1.20.3,Success,0,Normal
2025-06-01 19:13:40,192.168.242.89,33.7.153.42,25,FTP,UDP,287,Nikto/2.1.6,Success,0,Normal
2025-06-01 20:46:01,192.168.107.252,149.4.174.121,22,SMTP,ICMP,365,python-requests/2.25.1,Success,0,Normal
2025-06-04 01:02:41,192.168.136.122,181.149.7.81,21,SMTP,ICMP,2831,nmap/7.80,Success,0,Normal
2025-06-02 17:54:50,192.168.13.189,213.63.59.112,443,DNS,TCP,2395,Nikto/2.1.6,Success,0,Normal
2025-06-03 10:02:09,192.168.0.68,109.116.65.104,53,SMTP,UDP,1679,Mozilla/5.0,Success,0,Normal
2025-06-02 10:34:34,192.168.4.221,70.13.250.21,22,Telnet,ICMP,2768,curl/7.68.0,Success,0,Normal
2025-06-04 21:21:59,192.168.62.216,203.112.62.169,80,DNS,UDP,1117,Mozilla/5.0,Success,0,Normal
2025-06-04 22:06:24,192.168.50.16,206.119.157.100,80,Telnet,UDP,1218,python-requests/2.25.1,Success,0,Normal
2025-06-03 09:43:27,192.168.125.37,210.249.161.47,22,HTTPS,TCP,2193,Wget/1.20.3,Success,0,Normal
2025-06-06 07:44:37,183.212.254.5,58.249.141.130,31337,DNS,UDP,4814,python-requests/2.25.1,Failure,1,BotAttack
2025-06-01 14:00:56,192.168.157.132,58.169.161.52,25,HTTPS,TCP,354,python-requests/2.25.1,Success,0,Normal
2025-06-04 01:09:24,192.168.184.107,202.223.80.217,22,DNS,TCP,395,Nikto/2.1.6,Success,0,Normal
2025-06-06 20:30:49,192.168.51.237,75.242.239.91,22,DNS,TCP,2393,Mozilla/5.0,Success,0,Normal
2025-06-06 19:21:22,192.168.26.74,161.85.197.111,25,DNS,UDP,2078,Wget/1.20.3,Success,0,Normal
2025-06-04 17:13:11,192.168.50.171,169.74.232.221,53,Telnet,UDP,898,Wget/1.20.3,Success,0,Normal
2025-06-02 02:46:26,27.14.59.116,85.99.242.215,23,DNS,UDP,160,curl/7.68.0,Failure,1,PortScan
2025-06-01 05:20:24,192.168.52.81,123.70.124.73,25,SSH,TCP,2611,python-requests/2.25.1,Success,0,Normal
2025-06-03 01:39:42,192.168.222.190,204.27.116.51,53,SMTP,TCP,1656,curl/7.68.0,Success,0,Normal
2025-06-04 03:12:04,192.168.66.217,40.38.103.120,22,Telnet,ICMP,2049,Wget/1.20.3,Success,0,Normal
2025-06-06 00:51:29,192.168.53.96,218.236.243.166,21,DNS,TCP,795,curl/7.68.0,Success,0,Normal
2025-06-01 05:12:39,192.168.164.118,220.95.140.231,21,HTTPS,UDP,2780,python-requests/2.25.1,Success,0,Normal
2025-06-02 03:57:55,192.168.143.252,104.34.222.164,22,HTTP,ICMP,883,Wget/1.20.3,Success,0,Normal
2025-06-05 13:29:38,192.168.204.239,167.192.54.18,25,SMTP,UDP,1973,Wget/1.20.3,Success,0,Normal
2025-06-02 13:14:34,192.168.110.202,202.182.156.3,25,Telnet,UDP,1607,curl/7.68.0,Success,0,Normal
2025-06-04 14:04:19,192.168.214.20,210.209.120.214,25,HTTP,ICMP,2831,python-requests/2.25.1,Success,0,Normal
2025-06-05 14:58:55,192.168.19.150,220.96.203.252,53,HTTP,UDP,1579,Nikto/2.1.6,Success,0,Normal
2025-06-06 04:15:31,192.168.52.158,116.44.169.52,21,FTP,ICMP,2257,Mozilla/5.0,Success,0,Normal
2025-06-06 16:01:13,192.168.245.18,147.111.200.43,22,SSH,UDP,2275,curl/7.68.0,Success,0,Normal
2025-06-01 19:00:11,192.168.61.11,104.173.92.104,443,Telnet,ICMP,2025,curl/7.68.0,Success,0,Normal
2025-06-06 15:39:07,192.168.237.210,147.105.2.122,53,SMTP,TCP,2239,Nikto/2.1.6,Success,0,Normal
2025-06-03 08:27:41,192.168.41.72,129.31.43.15,53,SSH,UDP,2647,curl/7.68.0,Success,0,Normal
2025-06-05 23:11:05,214.149.139.61,129.45.197.109,23,SSH,TCP,1029,python-requests/2.25.1,Failure,1,BotAttack
2025-06-06 03:52:50,192.168.49.55,120.3.81.118,53,SSH,TCP,1614,nmap/7.80,Success,0,Normal
2025-06-02 07:39:33,38.233.224.217,80.252.61.51,23,SSH,UDP,1468,curl/7.68.0,Failure,1,BotAttack
2025-06-04 16:15:02,192.168.219.94,149.183.170.205,21,SMTP,ICMP,2278,python-requests/2.25.1,Success,0,Normal
2025-06-04 00:53:19,192.168.25.16,187.203.15.78,22,HTTP,TCP,2660,Nikto/2.1.6,Success,0,Normal
2025-06-01 05:50:20,192.168.246.132,20.217.64.190,25,SMTP,ICMP,1189,Nikto/2.1.6,Success,0,Normal
2025-06-02 06:36:36,192.168.220.202,166.215.68.217,22,DNS,ICMP,2104,Nikto/2.1.6,Success,0,Normal
2025-06-06 07:08:45,192.168.98.179,113.75.144.190,53,SSH,UDP,1905,Mozilla/5.0,Success,0,Normal
2025-06-01 04:06:04,192.168.243.39,149.210.127.10,53,FTP,ICMP,1866,python-requests/2.25.1,Success,0,Normal
2025-06-03 02:05:31,192.168.135.207,137.17.205.88,53,Telnet,TCP,711,Wget/1.20.3,Failure,0,Normal
2025-06-04 14:07:44,192.168.99.180,219.21.47.202,21,SSH,UDP,470,Nikto/2.1.6,Success,0,Normal
2025-06-04 19:01:34,192.168.73.122,145.146.233.88,25,DNS,UDP,2278,python-requests/2.25.1,Success,0,Normal
2025-06-03 20:04:18,192.168.202.179,200.88.98.87,53,HTTP,TCP,235,Nikto/2.1.6,Success,0,Normal
2025-06-01 03:34:08,223.39.52.30,162.192.224.21,6667,HTTP,ICMP,50,Nikto/2.1.6,Failure,1,PortScan
2025-06-06 09:02:51,192.168.109.210,189.64.121.150,53,FTP,UDP,598,Nikto/2.1.6,Success,0,Normal
2025-06-04 02:18:54,192.168.156.166,193.33.180.109,443,FTP,UDP,389,Wget/1.20.3,Success,0,Normal
2025-06-06 23:40:49,192.168.163.171,89.172.23.161,53,Telnet,UDP,2420,Mozilla/5.0,Success,0,Normal
2025-06-01 16:06:43,192.168.148.46,18.116.74.39,21,SMTP,TCP,2453,Nikto/2.1.6,Success,0,Normal
2025-06-04 04:22:41,192.168.225.82,215.37.205.74,22,HTTPS,UDP,1199,nmap/7.80,Success,0,Normal
2025-06-04 21:27:06,192.168.132.86,218.82.164.226,22,HTTPS,TCP,1345,Wget/1.20.3,Success,0,Normal
2025-06-03 04:38:46,192.168.220.251,21.219.246.130,443,HTTPS,UDP,293,Mozilla/5.0,Failure,0,Normal
2025-06-03 04:10:08,192.168.204.91,155.7.88.245,80,HTTP,UDP,2002,curl/7.68.0,Success,0,Normal
2025-06-01 07:46:39,183.212.254.5,186.48.50.159,6667,DNS,ICMP,836,curl/7.68.0,Failure,1,BotAttack
2025-06-04 06:57:15,192.168.30.135,167.236.140.235,25,SMTP,TCP,398,Mozilla/5.0,Success,0,Normal
2025-06-02 14:09:19,192.168.174.14,87.50.163.191,53,DNS,ICMP,318,nmap/7.80,Success,0,Normal
2025-06-02 01:44:47,3.222.94.132,208.34.150.105,23,HTTP,ICMP,1821,curl/7.68.0,Success,1,BotAttack
2025-06-02 12:12:49,192.168.99.80,89.41.69.0,22,SSH,UDP,1865,curl/7.68.0,Success,0,Normal
2025-06-01 17:59:56,192.168.232.95,221.79.38.88,22,Telnet,ICMP,2594,Nikto/2.1.6,Success,0,Normal
2025-06-06 08:01:49,192.168.196.65,85.58.245.8,53,FTP,UDP,1010,Mozilla/5.0,Success,0,Normal
2025-06-03 05:03:43,195.86.201.230,38.136.211.115,6667,HTTPS,ICMP,4306,Mozilla/5.0,Failure,1,BotAttack
2025-06-02 07:46:05,192.168.141.246,150.78.2.100,25,DNS,TCP,1060,Mozilla/5.0,Success,0,Normal
2025-06-03 15:40:25,192.168.176.136,218.86.141.25,21,Telnet,UDP,2449,Nikto/2.1.6,Success,0,Normal
2025-06-05 16:43:22,192.168.253.25,189.114.153.248,443,HTTP,UDP,1767,python-requests/2.25.1,Success,0,Normal
2025-06-03 12:47:04,192.168.26.76,211.76.120.226,80,HTTP,TCP,1717,Wget/1.20.3,Success,0,Normal
2025-06-05 19:17:02,192.168.119.54,204.71.245.176,21,Telnet,TCP,1512,Mozilla/5.0,Success,0,Normal
2025-06-02 20:00:48,192.168.247.10,192.83.187.102,22,HTTPS,TCP,898,Wget/1.20.3,Success,0,Normal
2025-06-05 23:54:12,192.168.83.109,145.181.141.196,53,Telnet,UDP,2192,nmap/7.80,Success,0,Normal
2025-06-02 23:54:21,195.86.201.230,192.111.43.167,8080,SMTP,ICMP,4720,nmap/7.80,Failure,1,BotAttack
2025-06-01 06:39:48,192.168.166.174,198.223.172.5,21,HTTPS,UDP,1839,nmap/7.80,Success,0,Normal
2025-06-01 10:37:38,192.168.30.41,130.79.82.138,21,FTP,UDP,1035,Wget/1.20.3,Success,0,Normal
2025-06-01 02:22:20,192.168.61.184,148.38.172.252,22,DNS,ICMP,2777,Wget/1.20.3,Success,0,Normal
2025-06-05 22:46:36,192.168.180.232,220.205.199.159,25,SMTP,ICMP,1755,python-requests/2.25.1,Success,0,Normal
2025-06-06 06:46:54,192.168.205.186,181.120.19.123,80,HTTP,TCP,2373,nmap/7.80,Success,0,Normal
2025-06-04 20:32:29,192.168.245.222,129.154.169.144,80,HTTP,TCP,2377,Nikto/2.1.6,Success,0,Normal
2025-06-06 17:38:22,192.168.138.25,220.35.170.197,25,DNS,ICMP,1140,nmap/7.80,Success,0,Normal
2025-06-01 04:10:04,77.116.92.108,214.255.33.188,23,DNS,UDP,134,python-requests/2.25.1,Failure,1,PortScan
2025-06-04 08:11:36,192.168.141.131,129.162.165.132,22,FTP,ICMP,408,curl/7.68.0,Failure,0,Normal
2025-06-05 00:00:26,192.168.65.159,171.126.202.112,443,SMTP,UDP,383,nmap/7.80,Success,0,Normal
2025-06-01 08:43:15,192.168.102.94,72.130.121.228,443,HTTPS,UDP,1429,curl/7.68.0,Success,0,Normal
2025-06-03 01:48:38,192.168.38.114,139.29.15.148,21,HTTPS,ICMP,2990,Nikto/2.1.6,Success,0,Normal
2025-06-04 16:44:52,192.168.141.247,223.35.8.187,21,DNS,UDP,501,curl/7.68.0,Success,0,Normal
2025-06-03 18:06:36,3.222.94.132,194.9.100.186,6667,HTTP,TCP,3636,Nikto/2.1.6,Failure,1,BotAttack
2025-06-05 21:15:42,192.168.235.99,14.94.188.141,53,Telnet,UDP,2960,python-requests/2.25.1,Success,0,Normal
2025-06-01 11:12:58,192.168.32.43,138.111.11.8,25,HTTPS,ICMP,293,curl/7.68.0,Success,0,Normal
2025-06-04 16:29:48,192.168.250.83,32.204.118.151,80,Telnet,TCP,2587,Nikto/2.1.6,Success,0,Normal
2025-06-03 20:11:21,192.168.223.21,152.122.200.192,443,SSH,UDP,1430,curl/7.68.0,Success,0,Normal
2025-06-05 20:30:29,192.168.116.72,197.254.255.212,25,HTTP,UDP,371,python-requests/2.25.1,Success,0,Normal
2025-06-01 01:38:15,192.168.238.36,130.97.236.199,22,Telnet,ICMP,1128,Nikto/2.1.6,Success,0,Normal
2025-06-05 09:32:59,192.168.173.180,198.162.148.106,80,Telnet,UDP,869,Nikto/2.1.6,Success,0,Normal
2025-06-01 00:47:31,192.168.9.58,202.51.37.115,22,SSH,ICMP,1677,Nikto/2.1.6,Success,0,Normal
2025-06-01 22:56:18,192.168.158.146,204.104.96.17,443,SMTP,UDP,2560,Wget/1.20.3,Success,0,Normal
2025-06-03 02:02:26,192.168.38.71,166.226.86.191,21,FTP,TCP,1236,nmap/7.80,Success,0,Normal
2025-06-01 09:00:36,192.168.116.214,198.154.0.170,21,DNS,ICMP,1048,nmap/7.80,Success,0,Normal
2025-06-06 08:49:27,192.168.35.213,34.239.145.96,80,DNS,TCP,1105,nmap/7.80,Success,0,Normal
2025-06-03 19:15:47,192.168.82.59,169.181.250.178,443,FTP,ICMP,1410,Mozilla/5.0,Success,0,Normal
2025-06-01 23:03:46,192.168.178.27,221.6.134.70,21,FTP,UDP,2381,Wget/1.20.3,Success,0,Normal
